Latitude/Longitude,Temperature (F),Temp min (F),Temp max (F),Precipitation (In),Precip Type,Humidity,Wind speed (Mph),Wind gust (Mph),Wind direction (cardinal),CAD 911 Number,Zone Number,ESZ,Date & Time,Event
27.48534636382016/-82.54659978322104,83,80,88,0.008100000000000001,rain,85.52,39.015,67.5,210.0,E10,E10,110,2027-09-18 14:40:00,Olivia
27.51631940991088/-82.32950123468633,82,80,87,0.04725000000000001,rain,87.39,39.015,67.5,208.0,N40,N40,540,2027-09-18 14:40:00,Olivia
27.42519527588937/-82.593902809873,83,80,88,0.00135,rain,85.37,39.015,67.905,210.0,W40,W40,340,2027-09-18 14:40:00,Olivia
27.48091629798749/-82.43623531900593,83,80,88,0.02295,rain,86.05,39.015,67.635,210.0,N70,N70,570,2027-09-18 14:40:00,Olivia
27.46814086298033/-82.70183801706406,83,80,88,0.02295,rain,85.85,39.150000000000006,67.5,210.0,W90,W90,399,2027-09-18 14:40:00,Olivia
27.41355422392606/-82.42773936740639,83,80,88,0.013500000000000002,rain,85.76,39.015,67.5,210.0,N80,N80,580,2027-09-18 14:40:00,Olivia
27.57521237910287/-82.58438613832386,83,80,88,0.0459,rain,86.41,39.285000000000004,67.36500000000001,210.0,N10,N10,510,2027-09-18 14:40:00,Olivia
27.51337266681446/-82.7160042494716,83,80,87,0.039150000000000004,rain,86.24,39.150000000000006,67.5,210.0,W80,W80,380,2027-09-18 14:40:00,Olivia
27.4113915222411/-82.63641742330496,83,80,88,0.004050000000000001,rain,85.44,39.015,67.77000000000001,210.0,W95,W95,395,2027-09-18 14:40:00,Olivia
27.45564167051887/-82.57125875181734,83,80,88,0.0027,rain,85.41,39.015,67.635,210.0,W20,W20,320,2027-09-18 14:40:00,Olivia
27.43718857770742/-82.49526276632398,83,80,88,0.004050000000000001,rain,85.42,39.015,67.23,210.0,E50,E50,150,2027-09-18 14:40:00,Olivia
27.48566734980852/-82.57935903047095,83,80,88,0.00945,rain,85.54,39.015,67.5,210.0,W10,W10,310,2027-09-18 14:40:00,Olivia
27.34076849562474/-82.154246879885,84,81,89,0.0,,82.16,37.665,62.910000000000004,210.0,N60,N60,560,2027-09-18 14:40:00,Olivia
27.50413881751056/-82.64579861863763,83,80,88,0.0216,rain,85.82,39.150000000000006,67.5,210.0,W60,W60,360,2027-09-18 14:40:00,Olivia
27.57521237910287/-82.52810297841918,83,80,88,0.0432,rain,86.33,39.285000000000004,67.36500000000001,210.0,N20,N20,520,2027-09-18 14:40:00,Olivia
27.43718857770742/-82.49526276632398,84,76,87,0.0,,82.95,41.98500000000001,70.47000000000001,190.0,E50,E50,150,2027-09-18 13:20:00,Olivia
27.42519527588937/-82.593902809873,83,75,87,0.0,,82.92,41.98500000000001,71.415,190.0,W40,W40,340,2027-09-18 13:20:00,Olivia
27.42497082223545/-82.53885956314242,83,75,87,0.0,,82.9,41.98500000000001,70.33500000000001,190.0,E20,E20,120,2027-09-18 13:20:00,Olivia
27.34076849562474/-82.154246879885,84,76,88,0.0,,80.7,38.88,66.555,194.0,N60,N60,560,2027-09-18 13:20:00,Olivia
27.50413881751056/-82.64579861863763,84,76,87,0.0,,83.21,42.39,71.55000000000001,192.0,W60,W60,360,2027-09-18 13:20:00,Olivia
27.4920066298147/-82.50196786939364,84,76,87,0.0,,83.08,42.120000000000005,71.01,191.0,E40,E40,140,2027-09-18 13:20:00,Olivia
27.51337266681446/-82.7160042494716,84,77,87,0.0,,83.41,42.660000000000004,72.22500000000001,193.0,W80,W80,380,2027-09-18 13:20:00,Olivia
27.55013563136573/-82.17022585799779,83,77,88,0.0,,84.15,41.715,70.2,193.0,N50,N50,550,2027-09-18 13:20:00,Olivia
27.4113915222411/-82.63641742330496,84,76,87,0.0,,82.97,42.120000000000005,71.28,190.0,W95,W95,395,2027-09-18 13:20:00,Olivia
27.46814086298033/-82.70183801706406,84,76,87,0.0,,83.21,42.39,71.685,192.0,W90,W90,399,2027-09-18 13:20:00,Olivia
27.48534636382016/-82.54659978322104,84,76,87,0.0,,83.03,42.120000000000005,71.01,191.0,E10,E10,110,2027-09-18 13:20:00,Olivia
27.58244732780023/-82.47046351483293,84,77,88,0.0,,83.92,42.795,73.305,194.0,N30,N30,530,2027-09-18 13:20:00,Olivia
27.51631940991088/-82.32950123468633,84,77,87,0.0,,84.21,42.93000000000001,71.82000000000001,192.0,N40,N40,540,2027-09-18 13:20:00,Olivia
27.48566734980852/-82.57935903047095,84,76,87,0.0,,83.04,42.120000000000005,71.14500000000001,191.0,W10,W10,310,2027-09-18 13:20:00,Olivia
27.45564167051887/-82.57125875181734,83,76,87,0.0,,82.95,41.98500000000001,71.01,190.0,W20,W20,320,2027-09-18 13:20:00,Olivia
27.57521237910287/-82.52810297841918,84,77,88,0.0,,83.5,42.660000000000004,72.09,194.0,N20,N20,520,2027-09-18 13:20:00,Olivia
27.52844207484047/-82.73131060040626,84,77,88,0.0,,83.51,42.795,72.495,194.0,W70,W70,370,2027-09-18 13:20:00,Olivia
27.40958230929196/-82.56607332708364,83,75,87,0.0,,82.89,41.98500000000001,72.495,190.0,E30,E30,130,2027-09-18 13:20:00,Olivia
27.4079906908935/-82.49381870885438,83,75,87,0.0,,82.93,41.98500000000001,70.2,190.0,E60,E60,160,2027-09-18 13:20:00,Olivia
27.48091629798749/-82.43623531900593,84,76,87,0.0,,83.15,42.255,71.14500000000001,192.0,N70,N70,570,2027-09-18 13:20:00,Olivia
27.44964845888914/-82.63872640241588,84,76,87,0.0,,83.02,42.120000000000005,71.28,191.0,W50,W50,350,2027-09-18 13:20:00,Olivia
27.43756032249264/-82.56105489081881,83,75,87,0.0,,82.91,41.98500000000001,71.01,190.0,W30,W30,330,2027-09-18 13:20:00,Olivia
27.41355422392606/-82.42773936740639,84,76,87,0.0,,83.05,42.120000000000005,70.74000000000001,191.0,N80,N80,580,2027-09-18 13:20:00,Olivia
27.57521237910287/-82.58438613832386,84,77,88,0.0,,83.52,42.660000000000004,72.22500000000001,194.0,N10,N10,510,2027-09-18 13:20:00,Olivia
27.43718857770742/-82.49526276632398,84,76,87,0.12960000000000002,rain,79.88,49.815000000000005,83.565,200.0,E50,E50,150,2027-09-18 12:00:00,Olivia
27.44964845888914/-82.63872640241588,84,76,87,0.12015,rain,80.07,49.95,84.78,199.0,W50,W50,350,2027-09-18 12:00:00,Olivia
27.52844207484047/-82.73131060040626,84,77,88,0.08370000000000001,rain,81.26,50.355,81.94500000000001,196.0,W70,W70,370,2027-09-18 12:00:00,Olivia
27.48566734980852/-82.57935903047095,84,76,87,0.12015,rain,80.1,49.95,84.24000000000001,199.0,W10,W10,310,2027-09-18 12:00:00,Olivia
27.4079906908935/-82.49381870885438,83,75,87,0.13365000000000002,rain,79.81,49.815000000000005,83.16000000000001,200.0,E60,E60,160,2027-09-18 12:00:00,Olivia
27.57521237910287/-82.58438613832386,84,77,88,0.081,rain,81.28,50.355,81.0,196.0,N10,N10,510,2027-09-18 12:00:00,Olivia
27.51337266681446/-82.7160042494716,84,77,87,0.0918,rain,81.01,50.220000000000006,82.48500000000001,197.0,W80,W80,380,2027-09-18 12:00:00,Olivia
27.48091629798749/-82.43623531900593,84,76,87,0.11205000000000001,rain,80.37,49.95,82.89,198.0,N70,N70,570,2027-09-18 12:00:00,Olivia
27.48534636382016/-82.54659978322104,84,76,87,0.1215,rain,80.07,49.95,84.105,199.0,E10,E10,110,2027-09-18 12:00:00,Olivia
27.50413881751056/-82.64579861863763,84,76,87,0.10665000000000001,rain,80.52,50.08500000000001,83.565,198.0,W60,W60,360,2027-09-18 12:00:00,Olivia
27.55013563136573/-82.17022585799779,83,77,88,0.05805,rain,81.11,47.52000000000001,75.19500000000001,193.0,N50,N50,550,2027-09-18 12:00:00,Olivia
27.43756032249264/-82.56105489081881,83,75,87,0.12960000000000002,rain,79.82,49.815000000000005,85.32000000000001,200.0,W30,W30,330,2027-09-18 12:00:00,Olivia
27.34076849562474/-82.154246879885,84,76,88,0.0864,rain,80.05,45.495000000000005,76.275,200.0,N60,N60,560,2027-09-18 12:00:00,Olivia
27.51631940991088/-82.32950123468633,84,77,87,0.0864,rain,81.15,50.220000000000006,81.135,195.0,N40,N40,540,2027-09-18 12:00:00,Olivia
27.57521237910287/-82.52810297841918,84,77,88,0.081,rain,81.23,50.220000000000006,80.73,196.0,N20,N20,520,2027-09-18 12:00:00,Olivia
27.42519527588937/-82.593902809873,83,75,87,0.1269,rain,79.85,49.815000000000005,86.265,200.0,W40,W40,340,2027-09-18 12:00:00,Olivia
27.46814086298033/-82.70183801706406,84,76,87,0.10665000000000001,rain,80.54,50.08500000000001,83.565,198.0,W90,W90,399,2027-09-18 12:00:00,Olivia
27.4920066298147/-82.50196786939364,84,76,87,0.11745,rain,80.2,49.95,83.43,199.0,E40,E40,140,2027-09-18 12:00:00,Olivia
27.40958230929196/-82.56607332708364,83,75,87,0.12015,rain,79.86,49.815000000000005,89.235,200.0,E30,E30,130,2027-09-18 12:00:00,Olivia
27.41355422392606/-82.42773936740639,84,76,87,0.1215,rain,80.11,49.95,83.29500000000002,199.0,N80,N80,580,2027-09-18 12:00:00,Olivia
27.4113915222411/-82.63641742330496,84,76,87,0.1242,rain,79.96,49.95,85.32000000000001,200.0,W95,W95,395,2027-09-18 12:00:00,Olivia
27.58244732780023/-82.47046351483293,84,77,88,0.07425000000000001,rain,81.35,50.220000000000006,80.59500000000001,195.0,N30,N30,530,2027-09-18 12:00:00,Olivia
27.42497082223545/-82.53885956314242,83,75,87,0.13365000000000002,rain,79.76,49.815000000000005,83.7,200.0,E20,E20,120,2027-09-18 12:00:00,Olivia
27.45564167051887/-82.57125875181734,84,76,87,0.1269,rain,79.9,49.815000000000005,85.05000000000001,200.0,W20,W20,320,2027-09-18 12:00:00,Olivia
27.43718857770742/-82.49526276632398,84,76,87,0.02295,rain,80.66,55.620000000000005,83.565,190.0,E50,E50,150,2027-09-18 10:40:00,Olivia
27.4079906908935/-82.49381870885438,84,75,87,0.0216,rain,80.61,55.620000000000005,83.29500000000002,190.0,E60,E60,160,2027-09-18 10:40:00,Olivia
27.40958230929196/-82.56607332708364,84,75,87,0.039150000000000004,rain,80.53,55.89,85.995,190.0,E30,E30,130,2027-09-18 10:40:00,Olivia
27.46814086298033/-82.70183801706406,84,76,87,0.02025,rain,81.17,54.405,83.83500000000001,189.0,W90,W90,399,2027-09-18 10:40:00,Olivia
27.42519527588937/-82.593902809873,84,75,87,0.0297,rain,80.59,55.755,84.64500000000001,190.0,W40,W40,340,2027-09-18 10:40:00,Olivia
27.43756032249264/-82.56105489081881,84,75,87,0.028350000000000004,rain,80.58,55.755,84.24000000000001,190.0,W30,W30,330,2027-09-18 10:40:00,Olivia
27.51337266681446/-82.7160042494716,85,77,87,0.016200000000000003,rain,81.53,53.595000000000006,83.7,189.0,W80,W80,380,2027-09-18 10:40:00,Olivia
27.4113915222411/-82.63641742330496,84,76,87,0.027000000000000003,rain,80.69,55.48500000000001,84.375,190.0,W95,W95,395,2027-09-18 10:40:00,Olivia
27.42497082223545/-82.53885956314242,84,75,87,0.0243,rain,80.56,55.755,83.565,190.0,E20,E20,120,2027-09-18 10:40:00,Olivia
27.48534636382016/-82.54659978322104,84,76,87,0.02295,rain,80.83,55.215,83.83500000000001,190.0,E10,E10,110,2027-09-18 10:40:00,Olivia
27.55013563136573/-82.17022585799779,84,77,88,0.01215,rain,81.96,52.38,83.29500000000002,186.0,N50,N50,550,2027-09-18 10:40:00,Olivia
27.51631940991088/-82.32950123468633,84,77,87,0.01485,rain,81.68,53.190000000000005,82.89,188.0,N40,N40,540,2027-09-18 10:40:00,Olivia
27.50413881751056/-82.64579861863763,84,76,87,0.02025,rain,81.2,54.27000000000001,83.83500000000001,189.0,W60,W60,360,2027-09-18 10:40:00,Olivia
27.58244732780023/-82.47046351483293,84,77,88,0.01215,rain,81.94,52.650000000000006,83.025,188.0,N30,N30,530,2027-09-18 10:40:00,Olivia
27.41355422392606/-82.42773936740639,84,76,87,0.0216,rain,80.85,55.08,83.43,189.0,N80,N80,580,2027-09-18 10:40:00,Olivia
27.44964845888914/-82.63872640241588,84,76,87,0.025650000000000003,rain,80.8,55.215,84.105,190.0,W50,W50,350,2027-09-18 10:40:00,Olivia
27.34076849562474/-82.154246879885,84,76,88,0.0189,rain,80.53,51.57000000000001,77.76,190.0,N60,N60,560,2027-09-18 10:40:00,Olivia
27.45564167051887/-82.57125875181734,84,76,87,0.027000000000000003,rain,80.65,55.620000000000005,84.105,190.0,W20,W20,320,2027-09-18 10:40:00,Olivia
27.52844207484047/-82.73131060040626,85,77,88,0.01485,rain,81.68,53.190000000000005,83.7,188.0,W70,W70,370,2027-09-18 10:40:00,Olivia
27.4920066298147/-82.50196786939364,84,76,87,0.0216,rain,80.95,54.94500000000001,83.7,189.0,E40,E40,140,2027-09-18 10:40:00,Olivia
27.57521237910287/-82.52810297841918,85,77,88,0.01215,rain,81.83,52.92000000000001,83.29500000000002,188.0,N20,N20,520,2027-09-18 10:40:00,Olivia
27.48091629798749/-82.43623531900593,84,76,87,0.02025,rain,81.09,54.54,83.43,189.0,N70,N70,570,2027-09-18 10:40:00,Olivia
27.48566734980852/-82.57935903047095,84,76,87,0.0243,rain,80.85,55.08,83.97000000000001,190.0,W10,W10,310,2027-09-18 10:40:00,Olivia
27.57521237910287/-82.58438613832386,85,77,88,0.01215,rain,81.85,52.785000000000004,83.565,188.0,N10,N10,510,2027-09-18 10:40:00,Olivia
27.4920066298147/-82.50196786939364,83,76,87,0.01755,rain,83.7,56.43,92.47500000000001,190.0,E40,E40,140,2027-09-18 09:20:00,Olivia
27.44964845888914/-82.63872640241588,83,76,87,0.01215,rain,83.45,56.160000000000004,92.88,190.0,W50,W50,350,2027-09-18 09:20:00,Olivia
27.58244732780023/-82.47046351483293,83,77,88,0.06885,rain,86.12,58.185,95.31,190.0,N30,N30,530,2027-09-18 09:20:00,Olivia
27.45564167051887/-82.57125875181734,83,76,87,0.0054,rain,83.13,56.025000000000006,92.34000000000002,190.0,W20,W20,320,2027-09-18 09:20:00,Olivia
27.51631940991088/-82.32950123468633,83,77,87,0.0432,rain,85.41,56.7,93.96,188.0,N40,N40,540,2027-09-18 09:20:00,Olivia
27.57521237910287/-82.58438613832386,83,77,88,0.07425000000000001,rain,86.35,58.32000000000001,95.71500000000002,190.0,N10,N10,510,2027-09-18 09:20:00,Olivia
27.4079906908935/-82.49381870885438,83,75,87,0.0027,rain,83.04,56.160000000000004,90.855,190.0,E60,E60,160,2027-09-18 09:20:00,Olivia
27.48091629798749/-82.43623531900593,83,76,87,0.02295,rain,83.93,56.7,92.61,190.0,N70,N70,570,2027-09-18 09:20:00,Olivia
27.51337266681446/-82.7160042494716,83,77,87,0.05265,rain,85.36,57.64500000000001,94.635,190.0,W80,W80,380,2027-09-18 09:20:00,Olivia
27.4113915222411/-82.63641742330496,83,76,87,0.006750000000000001,rain,83.2,55.89,92.745,190.0,W95,W95,395,2027-09-18 09:20:00,Olivia
27.43756032249264/-82.56105489081881,83,75,87,0.0027,rain,82.99,55.89,92.34000000000002,190.0,W30,W30,330,2027-09-18 09:20:00,Olivia
27.46814086298033/-82.70183801706406,83,76,87,0.03105,rain,84.33,56.83500000000001,93.555,190.0,W90,W90,399,2027-09-18 09:20:00,Olivia
27.48534636382016/-82.54659978322104,83,76,87,0.013500000000000002,rain,83.49,56.29500000000001,92.47500000000001,190.0,E10,E10,110,2027-09-18 09:20:00,Olivia
27.41355422392606/-82.42773936740639,83,76,87,0.01215,rain,83.46,56.43,91.80000000000001,190.0,N80,N80,580,2027-09-18 09:20:00,Olivia
27.42519527588937/-82.593902809873,83,75,87,0.0027,rain,83.01,55.755,93.01500000000001,190.0,W40,W40,340,2027-09-18 09:20:00,Olivia
27.57521237910287/-82.52810297841918,83,77,88,0.0675,rain,86.05,58.185,95.31,190.0,N20,N20,520,2027-09-18 09:20:00,Olivia
27.42497082223545/-82.53885956314242,83,75,87,0.00135,rain,82.94,56.025000000000006,90.99000000000001,190.0,E20,E20,120,2027-09-18 09:20:00,Olivia
27.34076849562474/-82.154246879885,83,76,88,0.06345,rain,84.96,47.25,82.89,194.0,N60,N60,560,2027-09-18 09:20:00,Olivia
27.52844207484047/-82.73131060040626,83,77,88,0.06345,rain,85.86,58.050000000000004,95.17500000000001,190.0,W70,W70,370,2027-09-18 09:20:00,Olivia
27.43718857770742/-82.49526276632398,83,76,87,0.0054,rain,83.13,56.160000000000004,91.26,190.0,E50,E50,150,2027-09-18 09:20:00,Olivia
27.55013563136573/-82.17022585799779,83,77,88,0.0054,rain,86.0,54.81,85.86000000000001,183.0,N50,N50,550,2027-09-18 09:20:00,Olivia
27.48566734980852/-82.57935903047095,83,76,87,0.01485,rain,83.55,56.29500000000001,92.745,190.0,W10,W10,310,2027-09-18 09:20:00,Olivia
27.40958230929196/-82.56607332708364,83,75,87,0.0,,82.9,55.215,95.17500000000001,190.0,E30,E30,130,2027-09-18 09:20:00,Olivia
27.50413881751056/-82.64579861863763,83,76,87,0.032400000000000005,rain,84.42,56.970000000000006,93.69000000000001,190.0,W60,W60,360,2027-09-18 09:20:00,Olivia
27.48566734980852/-82.57935903047095,82,76,87,0.04995,rain,87.81,54.94500000000001,85.86000000000001,170.0,W10,W10,310,2027-09-18 08:00:00,Olivia
27.42519527588937/-82.593902809873,82,75,87,0.051300000000000005,rain,87.85,54.405,85.59,170.0,W40,W40,340,2027-09-18 08:00:00,Olivia
27.52844207484047/-82.73131060040626,82,77,88,0.051300000000000005,rain,87.73,57.37500000000001,87.61500000000001,168.0,W70,W70,370,2027-09-18 08:00:00,Olivia
27.44964845888914/-82.63872640241588,82,76,87,0.04995,rain,87.82,54.94500000000001,85.86000000000001,170.0,W50,W50,350,2027-09-18 08:00:00,Olivia
27.34076849562474/-82.154246879885,82,76,88,0.1647,rain,87.87,50.08500000000001,82.08,174.0,N60,N60,560,2027-09-18 08:00:00,Olivia
27.50413881751056/-82.64579861863763,82,76,87,0.04995,rain,87.77,55.89,86.535,169.0,W60,W60,360,2027-09-18 08:00:00,Olivia
27.43718857770742/-82.49526276632398,82,76,87,0.04725000000000001,rain,87.83,54.54,85.59,170.0,E50,E50,150,2027-09-18 08:00:00,Olivia
27.42497082223545/-82.53885956314242,82,75,87,0.0459,rain,87.85,54.405,85.455,170.0,E20,E20,120,2027-09-18 08:00:00,Olivia
27.57521237910287/-82.58438613832386,82,77,88,0.051300000000000005,rain,87.7,57.64500000000001,87.885,168.0,N10,N10,510,2027-09-18 08:00:00,Olivia
27.4113915222411/-82.63641742330496,82,76,87,0.04995,rain,87.83,54.675000000000004,85.59,170.0,W95,W95,395,2027-09-18 08:00:00,Olivia
27.45564167051887/-82.57125875181734,82,76,87,0.04995,rain,87.84,54.54,85.59,170.0,W20,W20,320,2027-09-18 08:00:00,Olivia
27.58244732780023/-82.47046351483293,82,77,88,0.054000000000000006,rain,87.6,56.29500000000001,86.67000000000002,168.0,N30,N30,530,2027-09-18 08:00:00,Olivia
27.57521237910287/-82.52810297841918,82,77,88,0.05265,rain,87.66,56.970000000000006,87.21,168.0,N20,N20,520,2027-09-18 08:00:00,Olivia
27.48091629798749/-82.43623531900593,82,76,87,0.04995,rain,87.75,55.08,85.86000000000001,169.0,N70,N70,570,2027-09-18 08:00:00,Olivia
27.43756032249264/-82.56105489081881,82,75,87,0.04995,rain,87.85,54.405,85.455,170.0,W30,W30,330,2027-09-18 08:00:00,Olivia
27.46814086298033/-82.70183801706406,82,76,87,0.051300000000000005,rain,87.77,55.755,86.4,169.0,W90,W90,399,2027-09-18 08:00:00,Olivia
27.40958230929196/-82.56607332708364,82,75,87,0.05805,rain,87.85,54.405,85.455,170.0,E30,E30,130,2027-09-18 08:00:00,Olivia
27.4079906908935/-82.49381870885438,82,75,87,0.0459,rain,87.84,54.54,85.59,170.0,E60,E60,160,2027-09-18 08:00:00,Olivia
27.51631940991088/-82.32950123468633,82,77,87,0.05265,rain,87.6,55.215,85.72500000000001,168.0,N40,N40,540,2027-09-18 08:00:00,Olivia
27.41355422392606/-82.42773936740639,82,76,87,0.0486,rain,87.79,54.81,85.72500000000001,169.0,N80,N80,580,2027-09-18 08:00:00,Olivia
27.4920066298147/-82.50196786939364,82,76,87,0.0486,rain,87.78,55.08,85.86000000000001,169.0,E40,E40,140,2027-09-18 08:00:00,Olivia
27.48534636382016/-82.54659978322104,82,76,87,0.0486,rain,87.81,54.94500000000001,85.86000000000001,170.0,E10,E10,110,2027-09-18 08:00:00,Olivia
27.55013563136573/-82.17022585799779,82,77,88,0.05670000000000001,rain,87.46,54.81,85.185,167.0,N50,N50,550,2027-09-18 08:00:00,Olivia
27.51337266681446/-82.7160042494716,82,77,87,0.051300000000000005,rain,87.74,56.83500000000001,87.21,169.0,W80,W80,380,2027-09-18 08:00:00,Olivia
27.48091629798749/-82.43623531900593,81,76,87,0.4293,rain,91.19,62.23500000000001,89.505,160.0,N70,N70,570,2027-09-18 06:40:00,Olivia
27.50413881751056/-82.64579861863763,81,76,87,0.43875000000000003,rain,91.18,62.23500000000001,89.235,160.0,W60,W60,360,2027-09-18 06:40:00,Olivia
27.57521237910287/-82.58438613832386,81,77,88,0.47925,rain,91.05,62.23500000000001,88.02000000000001,160.0,N10,N10,510,2027-09-18 06:40:00,Olivia
27.57521237910287/-82.52810297841918,81,77,88,0.4725,rain,91.07,62.23500000000001,88.29000000000002,160.0,N20,N20,520,2027-09-18 06:40:00,Olivia
27.52844207484047/-82.73131060040626,81,77,88,0.46845,rain,91.08,62.23500000000001,88.29000000000002,160.0,W70,W70,370,2027-09-18 06:40:00,Olivia
27.55013563136573/-82.17022585799779,81,77,88,0.44145000000000006,rain,90.56,54.94500000000001,78.705,156.0,N50,N50,550,2027-09-18 06:40:00,Olivia
27.4113915222411/-82.63641742330496,81,76,87,0.41175,rain,91.27,62.23500000000001,89.91,160.0,W95,W95,395,2027-09-18 06:40:00,Olivia
27.48534636382016/-82.54659978322104,81,76,87,0.41985,rain,91.23,62.23500000000001,89.775,160.0,E10,E10,110,2027-09-18 06:40:00,Olivia
27.4079906908935/-82.49381870885438,81,75,87,0.41175,rain,91.22,62.23500000000001,90.04500000000002,160.0,E60,E60,160,2027-09-18 06:40:00,Olivia
27.42519527588937/-82.593902809873,81,75,87,0.40635,rain,91.3,62.23500000000001,90.04500000000002,160.0,W40,W40,340,2027-09-18 06:40:00,Olivia
27.43756032249264/-82.56105489081881,81,75,87,0.4077,rain,91.27,62.23500000000001,90.04500000000002,160.0,W30,W30,330,2027-09-18 06:40:00,Olivia
27.34076849562474/-82.154246879885,82,76,88,0.26325000000000004,rain,85.51,57.915,87.34500000000001,164.0,N60,N60,560,2027-09-18 06:40:00,Olivia
27.4920066298147/-82.50196786939364,81,76,87,0.42390000000000005,rain,91.21,62.23500000000001,89.64000000000001,160.0,E40,E40,140,2027-09-18 06:40:00,Olivia
27.51337266681446/-82.7160042494716,81,77,87,0.45765000000000006,rain,91.12,62.23500000000001,88.69500000000001,160.0,W80,W80,380,2027-09-18 06:40:00,Olivia
27.51631940991088/-82.32950123468633,81,77,87,0.4509000000000001,rain,90.98,59.805,85.72500000000001,159.0,N40,N40,540,2027-09-18 06:40:00,Olivia
27.58244732780023/-82.47046351483293,81,77,88,0.47385,rain,91.06,62.23500000000001,88.155,160.0,N30,N30,530,2027-09-18 06:40:00,Olivia
27.48566734980852/-82.57935903047095,81,76,87,0.41985,rain,91.23,62.23500000000001,89.775,160.0,W10,W10,310,2027-09-18 06:40:00,Olivia
27.46814086298033/-82.70183801706406,81,76,87,0.43605000000000005,rain,91.18,62.23500000000001,89.235,160.0,W90,W90,399,2027-09-18 06:40:00,Olivia
